company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
"Carepaks Health Services, Inc.",Normal,IL,"	61761",CMS,WMBE,African American,Female,Home Health Care Services,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DASH Industries, LLC",Champaign,IL,"	61820",CMS,MBE,African American,Male,"NIGP	91875	Management Consulting	; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"META Associates, Inc.",Littleton,CO,"	80127",CMS,WBE,Caucasian,Female,Education and Training Consulting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Watts Copy Systems Inc.,Springfield,IL,"	62703",CMS,WBE,Caucasian,Female,"	NIGP	60000	OFFICE MACHINES, EQUIPMENT, AND ACCESSORIES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Appraisal One of Illinois Inc.,Chicago,IL,"	60610",CMS,VOSB,Caucasian,Male,"Appraisals Consulting; Appraisal Services, Real Estate",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jordan & Marks Enterprises,Chicago,IL,"	60613",CMS,MBE,African American,Male,91802 Audio and Visual (A/V) Consulting; 91826 Public Relations Consulting; 91876 Marketing Consulting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NGIP Legal Support & Filing Svcs,Maywood,IL,"	60153",CMS,WMBE,African American,Female,"Photography Services, Not Including Aerial Photography; Notary Public Services; Investigation Services; Research Services, Other Than Business",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ERNEST W. JACKSON DMD INSTITUTIONAL DENTAL SERVICES,Jefferson City,MO,"	65101",CMS,MBE,African American,Male,Dental Services,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Chilly Global Supply, LLC",Plainfield,IL,"	60544",CMS,MBE,African American,Male,"NIGP	16088	Vacuum Packaging Equipment and Supplies, Meat; NIGP	43500	GERMICIDES, CLEANERS, AND RELATED SANITATION PRODUCTS FOR HEALTH CARE PERSONNEL; NIGP	48505	Bags and Liners, Plastic: Garbage Can Liners, Janitor Cart Liners, Linen Hamper Liners, Litter Bags, Polyethylene Bags, etc., Including Biodegradable; NIGP	64021	Compostable Food Service Products, Including Biodegradable: Bowls, Covers, Hot/Cold Cups, Cutlery, Dinnerware, Servers, Trays, Napkins and Straws; NIGP	66582	Shrink Film Packaging Equipment and Supplies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"EX3 Labs, LLC",Chicago,IL,"	60654",CMS,MBE,African American,Male,"92014 Applications Software, Mainframes and Servers; 92018 Computer Aided Design (CAD) Services; 92040 Programming Services, Computer, Including Mobile Device Applications; 92076 Testing of Systems Infrastructure, Components or Software, IT Services; 92078 Web Site Development; 92091 Training, Computer Based, Software Supported",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EM2 Management Solutions Inc.,Friendswood,TX,"	77549",CMS,WBE,Caucasian,Female,"NIGP	91875	Management Consulting; NIGP	92040	Programming Services, Computer, Including Mobile Device Applications; NIGP	92091	Training, Computer Based, Software Supported; NIGP	92435	In-Service Training, Employees	; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"HIRELEVEL, INC.",St. Louis,MO,"	63103",CMS,WBE,Caucasian,Female,96130 Employment Agency and Search Firm Services (Including Background Investigations and Drug Testing for Employment),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Joliet Steel & Construction, Inc,",joliet,IL,"	60436",CMS,WBE,Caucasian,Female,"Bumper and Guard Rails, Poly, (See Class 570 for Metal Type); Construction, Bridge and Drawbridge (Includes Reconstruction/Rehabilitation); General Construction: Management, Scheduling, Cost Estimation - Engineering; Non-Professional Services (Not Otherwise Classified)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"USA ROOFING SUPPLY, INC.",Chicago,IL,"	60622",CMS,MBE,Hispanic,Male,"77000	ROOFING MATERIALS AND SUPPLIES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"David Mason + Associates of Illinois, LTD",Chicago,IL,"	60661",CMS,MBE,African American,Male,"90607	Architect Services, Professional, (Not Otherwise Classified), Including Consulting; 92536	Engineering Services (Not Otherwise Classified); 96847	Inspection Services, Construction Type",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dyna Consulting Services Inc.,Springfield,IL,"	62702",CMS,WMBE,Asian American,Female,"	20811	Application Software, (Not Otherwise Classified), Microcomputer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
URBAN ReSOLVE,Wilmette,IL,"	60091",CMS,WBE,Caucasian,Female,"NIGP	91800	CONSULTING SERVICES; NIGP	95800	MANAGEMENT AND OPERATION SERVICES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Valor Management LLC,Chicago,IL,"	60611",CMS,MBE,Asian American,Male,"94648	Financial Advisor; 94656	Investment Management Services ; 95805	Asset Management Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Penserra Securities LLC,Orinda,CA,"	94563",CMS,MBE,Hispanic,Male,"NIGP 94675 Securities and Commodities Market Services, Including Direct or Indirect Purchases, Sales and Transitions of Equities, Fixed Income, Options and Derivatives",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ET Consulting LLC,Belmont,MA,"	02478",CMS,WBE,Caucasian,Female,"95277	Research and Evaluation, Human Services, Including Productivity Audits",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kates Detective & Security Services Agency and Special Events Services, Inc.",Chicago,IL,"	60620",CMS,MBE,African American,Male,"99046	Guard and Security Services; 99052	Investigative Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Phenix7 Mktg, Inc.",Munster,IN,"	46321",CMS,WMBE,Hispanic,Female,"NIGP	70056	Offset Printing, Duplicating and Lithographing Machines and Equipment, For 17 in. x 22 in. and Larger; NIGP	91501	Advertising Agency Services; NIGP	91876	Marketing Consulting; NIGP	98530	Digital Printing and Graphic System, Rental or Lease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
G5 Tek Solutions LLC,SUWANEE,GA,"	30024",CMS,WBE,Caucasian,Female,"Telecommunication /; Telecommunications Management Services / ; Computers, Data Processing Equipment and Accessories (Not Word Processing Equipment), Maintenance and Repair / ; Support Services, Computer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
iSource Solutions Inc,Calumet Park,IL,"	60827",CMS,WMBE,African American,Female,"28029 Communication and Telecommunication Cable and Wire, Including Fiber Cable ; 91830 Computer Network Consulting; 28500	ELECTRICAL EQUIPMENT AND SUPPLIES, EXCEPT CABLE AND WIRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Urbanhydro  Engineering, Inc.",La Grange,IL,"	60525",CMS,WBE,Caucasian,Female,"92500 ENGINEERING SERVICES, PROFESSIONAL ; 92517 Civil Engineering ; 92528 Drainage Engineering ;  92570 Municipal Engineering",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"GLOBO Language Solutions, LLC",Wyncote,PA,"	19095",CMS,MBE,Hispanic,Male,"NIGP	96146	Interpreter Services, Foreign Language, Hearing Impaired, etc., (See Item 17 for Interpreter Services - Electronically Assisted)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LaTonya Albury,Park Forest,IL,"	60466",CMS,WMBE,African American,Female,Business Consulting; Education and Training Consulting; ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
UIS Consulting LLC,Chicago,IL,"	60602",CMS,MBE,Asian American,Male,"NIGP 20818	Bar Code Software, Microcomputer; 		NIGP 20820	Business Software, Misc.: Agenda, Labels, Mail List, Planning, Scheduling, etc., Microcomputer; 		NIGP 20832	Customer Relationship Management Software (CRM), Microcomputer; 		NIGP 20839	Desktop Publishing, Microcomputer; 		NIGP 20840	Driver and Hardware Support Programs, Microcomputer; 		NIGP 20843	Educational: eLearning, Foreign Languages, Math, Science, Social Studies, etc., Microcomputer; 		NIGP 20846	E-Commerce Software, Microcomputer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cardosi Kiper  Design Group, Inc.",Chicago,IL,"	60608",CMS,WBE,Caucasian,Female,"Graphic Design, Architectural Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"R.A. YOUNG CONCRETE CONTRACTORS, INC.",Woodstock,IL,"	60098",CMS,MBE,American Indian,Male,"Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair (Includes Inside Concrete Sawing and Grouting Work); ; ;  ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"R.A. YOUNG CONCRETE CONTRACTORS, INC.",Woodstock,IL,"	60098",CMS,SDVOSB,American Indian,Male,"Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair (Includes Inside Concrete Sawing and Grouting Work); ; ;  ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Temple Fitness II Corporation,Forest Park,IL,"	60130",CMS,WMBE,African American,Female,"CONSULTING SERVICES; Education and Training Consulting; Not-For-Credit Classes, Seminars, Workshops, etc.; Partnering Workshop Facilitation Services; Health Information Services; Physical Fitness Programs; Training and Instruction Services, Clients, Not Staff; Public Speaking Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Bethalto Glass, Inc.",Bethalto,IL,"	62010",CMS,WBE,Caucasian,Female,"Fasteners (Not Otherwise Classified); Glass Tinting Film and Supplies (Including Glazing Compounds); Glazing/Mirrors (Including Window, Door and Windshield Glass); Glass and Glazing Equipment Maintenance and Repair",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Construction & Management United Services,  LLC.",CHICAGO,IL,"	60605",CMS,MBE,Hispanic,Male,"NIGP	90600	ARCHITECTURAL SERVICES, PROFESSIONAL	; NIGP	91200	CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES); NIGP	95883	Real Estate Management Services, Including Listing, Sales And Broker Services	; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ridgeline Consultants, LLC",Montgomery,IL,"	60538",CMS,MBE,Asian American,Male,"Engineering Services, Professional,; Land Surveying",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"SDA Solutions, LLC.",TRIANGLE,VA,"	22172",CMS,MBE,Hispanic,Male,"91871	IT Consulting, (Not Otherwise Classified); 92023	Data Recovery Services; 92044	Risk Management for Software Development",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Big Kahuna Sports & Uniforms, Inc.",Chicago,IL,"	60609",CMS,WMBE,Hispanic,Female,"NIGP	20000	CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK RELATED; NIGP	96684	Silk Screen Printing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kuhn & Trello Consulting Engineers, LLC",Springfield,IL,"	62701",CMS,VOSB,Caucasian,Male,Civil Engineering ; Structural Engineering  ; Erosion Control Services ; Land Surveying,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Total Property Management Maintenance & Engineering Services LLC (tpm),Monee,IL,"	60449",CMS,MBE,African American,Male,"67500	PESTICIDES AND CHEMICALS: AGRICULTURAL AND INDUSTRIAL; 91026	Furnace Maintenance and Repair; 91078	Weatherization, Weather and Waterproofing Maintenance and Repair Services; 91082	Wiring and Other Electrical Maintenance and Repair Services; 92544	General Construction: Management, Scheduling, Cost Estimation - Engineering; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Syndeo Networks, Inc",Saint Charles,IL,"	60175",CMS,MBE,Asian American,Male,"Communication and Telecommunication Cable and Wire, Including Fiber Cable; Telecommunication, Internet Protocol, Network Monitoring, Surveillance, Intrusion Detection Systems and Networking Products; Interactive Voice Response (IVR) Systems; Voice Mail Systems; Information Highway Electronic Services: Internet, Ethernet, World Wide Web, Virtual Tours, Including Construction Renderings, etc.; Telephone Services, Long Distance and Local, Including 800, Telex, Watts Services, and Offender Telephone Systems; Telecommunication Services (Not Otherwise Classified); Mapping and Geographical Information Systems (GIS) Services, Digitized, Cartography (See 962-52 for Standard Mapping Services); Support Services, Computer, Includes Computer Warranties; Support Services, Management; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dynamic Heating and Piping Co.,Crestwood,IL,"	60418",CMS,MBE,Hispanic,Male,"55705 Air Conditioning, Heating and Ventilation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fagan Consulting, LLC",AUSTIN,TX,"	78738",CMS,MBE,African American,Male,"Computer Management Services,; Scientific and Technical Consulting,; Professional Services (Not Otherwise Classified)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ballistic Distribution LLC,Lake Zurich,IL,"	60047",CMS,SDVOSB,Caucasian,Male,Installation of Security and Alarm Equipment,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TRI Industries, NFP",Ottawa,IL,"	61350",CMS,SWS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TRI Industries, NFP",Ottawa,IL,"	61350",CMS,SWS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Repucare, Inc.",INDIANAPOLIS,IN,"	46260",CMS,WBE,Caucasian,Female,"91800      CONSULTING SERVICES; 94807	Administration Services, Health; 95200	HUMAN SERVICES; 95874	Human Resources Management Services; 96130	Employment Agency and Search Firm Service, Including Background Investigations and Drug Testing for Employment; 96269	Personnel Services, Temporary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"S.K. Davison, Inc.",New Holland,IL,"	62671",CMS,WBE,Caucasian,Female,"96286	Transportation of Goods, Shipping and Handling, and Other Freight Services; 98852	Landscaping, Including Design, Fertilizing, Planting, etc., Not Grounds Maintenance or Tree Trimming Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
M4Constructions Co,Alsip,IL,"	60803",CMS,MBE,African American,Male,"90900 BUILDING CONSTRUCTION SERVICES, NEW, INCLUDING MAINTENANCE AND REPAIR SERVICES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Complete Custom Services, Inc.",Vernon Hills,IL,"	60061",CMS,WBE,Caucasian,Female,"91200	CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jak Graphic Design, LLC",Darien,IL,"	60561",CMS,WBE,Caucasian,Female,"NIGP 55762 Signage, Advertising Type, Interior and Exterior ; NIGP 80158 Signs: Billboard, Advertising, etc. ; NIGP 90735 Design Services ; NIGP 91501 Advertising Agency Services  ; NIGP 91876 Marketing Consulting ; NIGP 96153 Marketing Service, Including Distribution, Public Opinion Surveys, Research, Sales Promotions, etc. ; NIGP 96546 Graphic Design Services for Printing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Space Continuum,Chicago,IL,"	60608",CMS,MBE,African American,Male,"Millwork: Counters, Custom-Made Cabinets, Shelves, Stairs, etc.; Interior Design, Decorating, Space Planning, Exhibits and Displays; Flooring Maintenance and Repair to Include Refinishing and Sealing; Warehouse Management Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Virtucom,Inc.",Peachtree Corners,GA,"	30071",CMS,WMBE,Asian American,Female,"20453	Microcomputers, Desktop or Tower based	; 20454	Microcomputers, Laptop, Notebook and Tablets	; 92045	Software Maintenance and Support Services	; 92047	Support Services, Computer, Includes Computer Warranties",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Diversified Systems, Inc.",Westerville,OH,"	43081",CMS,MBE,African American,Male,IT Consulting; Management Consulting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Streator Unlimited, Inc.",Streator,IL,"	61364",CMS,SWS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Streator Unlimited, Inc.",Streator,IL,"	61364",CMS,SWS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Myatt, Inc.",Chicago,IL,"	60643",CMS,MBE,African American,Male,"NIGP	39377	Soft Drinks	; NIGP	98528	Coolers, Drinking Water, Rental or Lease",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Wynners Club LLC,MATTESON,IL,"	60443",CMS,WMBE,African American,Female,CONSULTING SERVICES; Business Consulting; Community Development Consulting; Consulting Services (Not Otherwise Classified); Education and Training Consulting; Organizational Development Consulting; ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cecilia Renovations, LLC",Chicago,IL,"	60611",CMS,WMBE,African American,Female,"91000 BUILDING MAINTENANCE, INSTALLATION AND REPAIR SERVICES; 91054 Painting, Maintenance and Repair Services, Including Caulking ; 91461 Painting and Wallpapering ; 96842 General Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"J & J Newell Concrete Contractors, Inc.",Burnham,IL,"	60633",CMS,WBE,Caucasian,Female,"Masonry, Concrete, and Stucco Maintenance, Finishing, and Repair (Includes Inside Concrete Sawing and Grouting Work),; Maintenance and Repair, Highway and Road (To include the removal of asphalt, concrete, bitumens, etc),; Concrete Mixers, Maintenance and Repair,; Refinishing and Resurfacing Services, Concrete, Swimming Pools, Driveways, Patios, etc.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
OPTIMUS BUSINESS & TECHNOLOGY SERVICES LLC,Oswego,IL,"	60543",CMS,WMBE,Asian American,Female,Consulting,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Lan Marketing, Ltd.",Barrington,IL,"	60010",CMS,WBE,Caucasian,Female,Supply Chain Management Services,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"RADIAN COMPLIANCE, LLC",DES PLAINES,IL,"	60016",CMS,WBE,Caucasian,Female,"NIGP	91832	Consulting Services (Not Otherwise Classified); NIGP	91875	Management Consulting; NIGP	92000	DATA PROCESSING, COMPUTER, PROGRAMMING, AND SOFTWARE SERVICES; NIGP	96258	Professional Services (Not Otherwise Classified); ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Allworld Project Management, LLC",Memphis,TN,"	38103",CMS,MBE,African American,Male,"90656	Landscape, Architectural Services; 90924	Building Construction, Commercial and Institutional; 91223	Construction, General: Backfill Services, Digging, Ditching, Road Grading, Rock Stabilization, etc.; 91313	Construction, Bridge and Drawbridge, Including Reconstruction and Rehabilitation; 91345	Construction, Sewer and Storm Drain; 91858	Governmental Consulting; 91875	Management Consulting; 94610	Accounting and Billing Services, Including Payroll Services, 3rd Party Reimbursement for Medicare, Medicaid, Private Insurance, etc.; 95296	Urban and Regional Development Services; 96252	Mapping and Geographical Information Systems (GIS) Services, Including Cartography and Surveying Services, Not Aerial, (See 920-33 for Digitized Mapping Services and 905-10 for Aerial Mapping and Survey Services); ; ; ; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"GoldStar Communications, Inc.",Chicago,IL,"	60611",CMS,WMBE,African American,Female,"	Graphic Design, Architectural Services; 	Advertising Agency Services;         Advertising and Public Relations, Including Skywriting; 	Newspaper and Publication Advertising, Non-legal; 	Marketing Consulting; 	Exhibition/Exposition Management Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Essen Nutrition Corporation,Romeoville,IL,"	60446",CMS,MBE,Asian American,Male,"Dressings, Condiments, Sauces, and Gravies ; Diet Foods, All Types (Also See Class 271-28) ; Desserts: Packaged, Canned, and Mixes (Includes Cake Mixes, Gelatins, Icings, Pie Fillings, etc.) ; Cream Substitute and Other Non-Dairy Items",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LEAD IT CORPORATION,springfield,IL,"	62704",CMS,WMBE,Asian American,Male,"20429 Data/File Security Hardware/Software, to Include Encryption ; 20447 Integrated Hardware-Software I,T, Solution (Microcomputer) ; 20491 Servers, Microcomputer (Application, Database, File, Mail, Network, Web, etc) ; 20529 Data/File Security Hardware/Software, to Include Encryption, Environmentally Certified Products ; 20540 Networks, Local Area (Lan) ; 20547 Integrated Hardware-Software I,T, Solution (Microcomputer), Environmentally Certified Products ; 20591 Servers, Microcomputer (Application, Database, File, Mail, Network, Web, etc), Environmentally Certified Products ; 20655 Integrated Hardware-Software I,T, Solution (Mini/Mainframe Computer) ; 20987 Software, Mini/Mainframe Computer (Not Otherwise Classified) ; 91871 IT Consulting ; 92000 DATA PROCESSING, COMPUTER, PROGRAMMING ; 93922 Computer Software Maintenance; ; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Strategic & Creative Marketing Inc.,Geneva,IL,"	60134",CMS,WBE,Caucasian,Female,"NIGP	91501	Advertising Agency Services; NIGP	91876	Marketing Consulting",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Enlightened, Inc.",WASHINGTON,DC,"	20036",CMS,MBE,African American,Male,"91558 Mailing Services (Includes, Addressing, Collating, Packaging, Sorting and Delivery) ; 91800 CONSULTING SERVICES ; 91871 IT Consulting ; 91875 Management Consulting ; 92040 Programming Services, Computer (Including Mobile Device Applications) ; 92047 Support Services, Computer (Includes Computer Warranties)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Global General Stores, Inc.",Chicago,IL,"	60666",CMS,WBE,Caucasian,Female,"NIGP	03743	Gifts, Including Gift Cards and Gift Certificates; NIGP	20100	CLOTHING ACCESSORIES (SEE CLASS 800 FOR SHOES AND BOOTS); NIGP	39300	FOODS: STAPLE GROCERY AND GROCER'S MISCELLANEOUS ITEMS; NIGP	66060	Tobacco, Smoking",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"HH Office, Inc.",Champaign,IL,"	61820",CMS,WBE,Caucasian,Female,"NIGP	61500	OFFICE SUPPLIES, GENERAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"NORTHERN DIRECTIONAL DRILLING, INC",BELVIDERE,IL,"	61008",CMS,WBE,Caucasian,Female,"Excavation Services; Construction, Tunnel; Non-Professional Services (Not Otherwise Classified)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Glesco Electric, Inc.",Urbana,IL,"	61802",CMS,WBE,Caucasian,Female,"NIGP	96837	Electrical Contracting; ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AV Media Pros,Chicago,IL,"	60649",CMS,WMBE,African American,Female,"	NIGP	91509	Audio and Video Production Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Middleton Construction Consulting of Illinois,Rosemont,IL,"	60603",CMS,SDVOSB,Caucasian,Male,Construction Consulting; Feasibility Studies (Consulting),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Midwest Mowing, Inc.",Brighton,IL,"	62012",CMS,WBE,Caucasian,Female,"96286	Transportation of Goods, Shipping and Handling, and Other Freight Services; 98852	Landscaping, Including Design, Fertilizing, Planting, etc., Not Grounds Maintenance or Tree Trimming Services",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bry-Lex LLC,Southampton,PA,"	18966",CMS,WBE,Caucasian,Female,"03778	Souvenirs and Prizes: Promotional, Advertising, etc.; 71530	Display, Exhibit, and Promotional Materials",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
