"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"Canary Telehealth Inc.","Chicago","IL",60616,"Cook County","VBE","African-American (Black)","62161 - Home Health Care Services"
"CANETE MEDINA CONSULTING GROUP INC.","CHICAGO","IL",60606,"Chicago","WBE","Asian American","541320 - Urban planning services; 541340 - Computer-aided design drafting (CADD) services; 541370 - Geographic information system (GIS) base mapping services; 541511 - Custom Computer Programming Services; 541611 - General management consulting services; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 541720 - Research and Development in the Social Sciences and Humanities; 541910 - Marketing Research and Public Opinion Polling"
"CANETE MEDINA CONSULTING GROUP INC.","CHICAGO","IL",60606,"Chicago","MBE","Asian American","541320 - Urban planning services; 541340 - Computer-aided design drafting (CADD) services; 541370 - Geographic information system (GIS) base mapping services; 541511 - Custom Computer Programming Services; 541611 - General management consulting services; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 541720 - Research and Development in the Social Sciences and Humanities; 541910 - Marketing Research and Public Opinion Polling"
"CANETE MEDINA CONSULTING GROUP INC.","CHICAGO","IL",60606,"Chicago","WBE","Asian American","541320 - Urban planning services; 541340 - Computer-aided design drafting (CADD) services; 541370 - Geographic information system (GIS) base mapping services; 541511 - Custom Computer Programming Services; 541611 - General management consulting services; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 541720 - Research and Development in the Social Sciences and Humanities; 541910 - Marketing Research and Public Opinion Polling"
"CANETE MEDINA CONSULTING GROUP INC.","CHICAGO","IL",60606,"Chicago","MBE","Asian American","541320 - Urban planning services; 541340 - Computer-aided design drafting (CADD) services; 541370 - Geographic information system (GIS) base mapping services; 541511 - Custom Computer Programming Services; 541611 - General management consulting services; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 541720 - Research and Development in the Social Sciences and Humanities; 541910 - Marketing Research and Public Opinion Polling"
"Canino Electric","Westmont","IL",60559,"Chicago","WBE","Caucasian","238210 - Electrical contractors; 238210 - Electrical wiring contractors"
"Canopy / Architecture + Design, LLC","Chicago","IL",60602,"Cook County","MBE","Hispanic American","541310 - Architectural Services; 541410 - Interior design consulting services"
"Capital Paving LLC","New Lenox","IL",60451,"Chicago","MBE","Asian American","237310 - Pavement, highway, road, street, bridge or airport runway, construction"
"CAPT CURT'S BOSS FOOD PRODUCTS","CHICAGO","IL",60619,"Chicago","MBE","African American","424410 - General Line Grocery Merchant Wholesalers"
"CAPT CURT'S BOSS FOOD PRODUCTS","CHICAGO","IL",60619,"Chicago","MBE","African American","424410 - General Line Grocery Merchant Wholesalers"
"Captiva Lighting Consultants, Inc.","Chicago","IL",60631,"Chicago","WBE","Caucasian","541490 - Lighting design services; 541690 - Other Scientific and Technical Consulting Services"
"Caravan Transportation Inc.","Flossmoor","IL",60422,"Chicago","MBE","African American","485410 - School and Employee Bus Transportation"
"Cardi Asphalt Paving Company","Chicago","IL",60646,"Chicago","WBE","Caucasian","237310 - Asphalt paving (i.e., highway, road, street, public sidewalk)"
"Cardinal Industrial Development LLC","Rolling Meadows","IL",60008,"Cook County","WBE","Caucasian","237990 - Construction management, marine structure; 541611 - Administrative Management and General Management Consulting Services; 541613 - Marketing consulting services; 541618 - Other Management Consulting Services"
"Cardinal State, LLC","Lake in the Hills","IL",60156,"Chicago","MBE","Asian American","238110 - Poured Concrete Foundation and Structure Contractors; 238910 - Site Preparation Contractors; 561730 - Landscaping Services; 562910 - Remediation Services"
"Cardinal State, LLC","Lake in the Hills","IL",60156,"Chicago","MBE","Asian American","238110 - Poured Concrete Foundation and Structure Contractors; 238910 - Site Preparation Contractors; 561730 - Landscaping Services; 562910 - Remediation Services"
"CARDOSI KIPER DESIGN GROUP, INC.","Chicago","IL",60608,"Cook County","WBE","Caucasian","541430 - Graphic design services; 541613 - Marketing consulting services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","WBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","MBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","WBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","MBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","WBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carey Ebanks Environmental Group, LLC","Streamwood","IL",60107,"Chicago","MBE","African American","236220 - Construction management, commercial and institutional building; 541350 - Building inspection services; 541380 - Testing laboratories (except medical, veterinary); 541620 - Environmental consulting services; 562910 - Remediation Services"
"Carminati Consulting, Inc.","CHICAGO","IL",60603,"Cook County","WBE","Caucasian","541511 - Computer program or software development, custom; 541512 - Computer software consulting services or consultants; 541611 - Administrative Management and General Management Consulting Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 541990 - All Other Professional, Scientific, and Technical Services; 611420 - Computer training (except repair); 611420 - Software application training; 611430 - Professional and Management Development Training"
"CARMONA STRATEGIC SOLUTIONS INC","BERWYN","IL",60402,"Chicago","MBE","Hispanic/Latino","541612 - Human Resources Consulting Services"
"Carnow, Conibear & Assoc., Ltd.","CHICAGO","IL",60607,"Chicago","WBE","Caucasian","541620 - Environmental consulting services"
"Carol Naughton & Associates, Inc","Chicago","IL",60610,"Chicago","WBE","Caucasian","541430 - Graphic design services; 541490 - Other Specialized Design Services"
"Carpet Concepts Company","Chicago","IL",60620,"Chicago","MBE","African American","442210 - Carpet stores"
"Carrera Concrete Construction, Inc.","Elk Grove Village","IL",60007,"Chicago","MBE","Hispanic/Latino","237310 - Concrete paving (i.e., highway, road, street, public sidewalk); 237310 - Curbs and street gutters, highway, road and street, construction; 237310 - Pavement, highway, road, street, bridge or airport runway, construction; 237310 - Sidewalk, public, construction; 238110 - Concrete pouring; 238990 - Concrete paving, residential and commercial driveway and parking area; 238990 - Curb and gutter construction, residential and commercial driveway and parking area, concrete"
"Carrera Concrete Construction, Inc.","Elk Grove Village","IL",60007,"Chicago","MBE","Hispanic/Latino","237310 - Concrete paving (i.e., highway, road, street, public sidewalk); 237310 - Curbs and street gutters, highway, road and street, construction; 237310 - Pavement, highway, road, street, bridge or airport runway, construction; 237310 - Sidewalk, public, construction; 238110 - Concrete pouring; 238990 - Concrete paving, residential and commercial driveway and parking area; 238990 - Curb and gutter construction, residential and commercial driveway and parking area, concrete"
"Carrillo Transport, Inc.","Melrose Park","IL",60164,"Chicago","MBE","Hispanic/Latino","484110 - General freight trucking, local; 484110 - Trucking, general freight, local; 484121 - Trucking, general freight, long-distance, truckload (TL); 484121 - General Freight Trucking, Long-Distance, Truckload; 484220 - Flatbed trucking, local; 484230 - Flatbed trucking, long-distance"
"Carrillo Transport, Inc.","Melrose Park","IL",60164,"Chicago","MBE","Hispanic/Latino","484110 - General freight trucking, local; 484110 - Trucking, general freight, local; 484121 - Trucking, general freight, long-distance, truckload (TL); 484121 - General Freight Trucking, Long-Distance, Truckload; 484220 - Flatbed trucking, local; 484230 - Flatbed trucking, long-distance"
"Carrington & Carrington, Ltd.","Chicago","IL",60606,"Chicago","WBE","African American","561312 - Executive search consulting services"
"Carrington & Carrington, Ltd.","Chicago","IL",60606,"Chicago","MBE","African American","561312 - Executive search consulting services"
"Carrington & Carrington, Ltd.","Chicago","IL",60606,"Chicago","WBE","African American","561312 - Executive search consulting services"
"Carrington & Carrington, Ltd.","Chicago","IL",60606,"Chicago","MBE","African American","561312 - Executive search consulting services"
"Carson's Tire Service, Inc.","Chicago","IL",60622,"Chicago","MBE","African American","811198 - Tire repair shops (except retreading), automotive; 811198 - All Other Automotive Repair and Maintenance"
"Carson's Tire Service, Inc.","Chicago","IL",60622,"Chicago","MBE","African American","811198 - Tire repair shops (except retreading), automotive; 811198 - All Other Automotive Repair and Maintenance"
"Carter's Excavating & Grading","CHICAGO","IL",60628,"Chicago","MBE","African American","238910 - Demolition contractor; 238910 - Excavation contractors; 238910 - Site Preparation Contractors; 562910 - Remediation Services"
"Cathys Construction Corporation","romeoville","IL",60446,"Chicago","VBE","African American","236118 - Residential Remodelers; 238310 - Drywall contractors; 238310 - Insulation contractors; 238350 - Finish Carpentry Contractors"
"Cathys Construction Corporation","romeoville","IL",60446,"Chicago","MBE","African American","236118 - Residential Remodelers; 238310 - Drywall and Insulation Contractors; 238350 - Finish Carpentry Contractors"
"Cartman's Electrical Contracting, LLC","Chicago","IL",60628,"Chicago","MBE","African American","238210 - Cable splicing, electrical or fiber optic; 238210 - Communication equipment installation; 238210 - Electric contracting; 238210 - Electric power control panel and outlet installation; 238210 - Electrical equipment and appliance installation; 238210 - Electrical contractors; 238210 - Electrical wiring contractors; 238210 - Electrical work; 238210 - Electrician; 238210 - Electrical, electrical wiring, and low voltage electrical work"
"Cartman's Electrical Contracting, LLC","Chicago","IL",60628,"Chicago","MBE","African American","238210 - Cable splicing, electrical or fiber optic; 238210 - Communication equipment installation; 238210 - Electric contracting; 238210 - Electric power control panel and outlet installation; 238210 - Electrical equipment and appliance installation; 238210 - Electrical contractors; 238210 - Electrical wiring contractors; 238210 - Electrical work; 238210 - Electrician; 238210 - Electrical, electrical wiring, and low voltage electrical work"
"Casdan Inc.","Burr Ridge","IL",60527,"Chicago","WBE","Caucasian","722320 - Caterers; 722410 - Drinking places (i.e., bars, lounges, taverns), alcoholic; 722511 - Full-Service Restaurants; 722513 - Limited-Service Restaurants"
"Castellanos Trucking Inc.","Berwyn","IL",60402,"Chicago","MBE","Hispanic/Latino","484110 - General freight trucking, local; 484220 - Specialized Freight (except Used Goods) Trucking, Local"
"CASTILLO CARRIERS INC","BURBANK","IL",60459,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Gravel hauling, local; 484220 - Sand hauling, local; 484220 - Top-soil hauling, local"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","WBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","WBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","WBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"Castillo Trucking, Inc.","Chicago","IL",60629,"Chicago","MBE","Hispanic/Latino","484110 - Trucking, general freight, local; 484220 - Dump trucking (e.g., gravel, sand, top-soil)"
"CASTRO JR TRUCKING INC","melrose park","IL",60164,"Chicago","MBE","Hispanic/Latino","484220 - Specialized Freight (except Used Goods) Trucking, Local"
"Catalyst Consulting Group, Inc.","Chicago","IL",60606,"Cook County","MBE","Asian-Pacific American","541511 - Computer program or software development, custom; 541519 - Other Computer Related Services"
